ISBN,abstract,documentType,year,id,type,title,status,datePublishing,journal,link,authors__id,authors__name
,"En la actualidad los constantes cambios económicos, políticos y culturales, asignan a la educación universitaria una función y responsabilidad social  indiscutible ante el acelerado proceso de transformación que sacude el país y la organización comunitaria. En Venezuela se profundizó el debate entre organización comunitaria y comunicación impulsado por las necesidades e intereses comunes,  vinculando la política pública y la dimensión comunicativa organizacional con los ámbitos académicos-universitarios. En tal sentido ante el tradicional modelo hegemónico de comunicación, se han creado alternativas como son radio y periódico comunitario, generando espacios emancipatorios de aprendizaje, participación y transformación. El presente trabajo se apoyó en la teoría de la acción comunicativa de Hábermas  considerándola, según los contextos de interacción. Asimismo se centró en un análisis reflexivo acerca de las experiencias comunitarias en cuanto a su dinámica comunicacional y en la práctica académica, investigación y extensión que se traduce en interacción universidad-comunidad para la ejecución de los proyectos. Para cumplir con este objetivo, se procedió a realizar un estudio de tipo empírico, teórico-documental que permitió cruzar, interpretar y analizar la información referente a la pertinencia de los medios de comunicación como estrategia de fortalecimiento comunitario mediante novedosos planteamientos de la educación universitaria. Al respecto, este trabajo pretende ser un aporte a la profundización, desarrollo y ejecución de los Objetivos Históricos planteados en el Plan Patria 2013-2019 para alcanzar la Independencia Nacional.",article,2014,7621,Artículos Publicados de Divulgación Nacional,Lo social a través de los medios alternativo de comunicación en la organización comunitaria,Publicado,,Lo social a través de los medios alternativo de comunicación en la organización comunitaria,,151865995,D Elia Pierina
,"En la actualidad el acelerado proceso de transformación social, la organización del saber, exigen un replanteamiento de la acción pedagógica fundamentada en la formación de los estudiantes, en la renovación de los recursos y metodologías, en la actualización de los docentes y en la socialización del conocimiento. En tal sentido, la virtualidad como fenómeno social integracionista de competencias cognitivas y operativas, se articula inevitablemente con la educación. Desde esta visión las Tecnologías de Información y Comunicación (TIC), asumen un protagonismo indiscutible en el desarrollo científico y tecnológico. Sin embargo en la realidad socio-educativa se cuestiona la formación de los docentes en cuanto a la gestión de las tecnologías como herramienta para el alcance del aprendizaje significativo, el manejo adecuado del conocimiento y la resolución de los problemas. Este estudio se centró en un análisis crítico reflexivo acerca de la gestión de la tecnología, innovación y  comunicación educativa del contexto escolar: “Escuela Bolivariana Eloísa Fonseca” de Valera, Estado Trujillo; escuela piloto de los Centros Bolivarianos de Informática y Telemática. Se implementó un modelo de investigación cualitativa, etnográfico. Los actores sociales se seleccionaron aplicando el muestreo teórico de acuerdo a criterios ad hoc. Los hallazgos se alcanzaron a través de la observación y entrevistas a profundidad. Para el análisis se utilizó la triangulación. Se pudo concluir que en el contexto en estudio, la gestión las TIC fomentan el aprendizaje agradable y significativo y estimulan una actitud científica permanente en los estudiantes; además su aplicación, propicia el pensamiento crítico, reflexivo y estimula la actitud científica. Esto hace indiscutible la implicación de una generación de educadores con una formación permanente, capaces de diseñar y llevar a la práctica un paradigma educativo innovador, que conjugue la sinergia entre la tecnología y las propuestas, entre quién aprende, lo que se aprende y el contexto de aprendizaje.",abstract_report,2013,7620,Artículos Publicados de Divulgación Local,"Aprender, conocer y hacer desde la futuralidad educativa. Caso EB Eloísa Fonseca, Valera estado Trujillo",Publicado,,Libro de Resúmenes LXIII Convención anual de la ASOVAC. Biociencias - Ciencias Exactas- Ciencias Sociales -Tecnología,,151865995,D Elia Pierina
,"Decidimos necesariamente enmarcar las presentes ideas en varios postulados de lo que constituye el pensamiento pedagógico del connotado filósofo y maestro, que aunque español de nacimiento, consideramos nuestro, pues ya tiene más de treinta años en nuestro país, viviendo difundiendo y sobre todo contagiándonos con su misión y visión de la educación. Nos referimos al Dr. Antonio Pérez Esclarin; y un primer postulado que aprovecharemos para ir modelando el camino de nuestro discurso se refiere a que: “no debemos quejarnos de la apatía de nuestros alumnos si el ideal de nuestros centros educativos parece ser el silencio y la paz de los cementerios”; esta afirmación nos hace reflexionar y nos lleva a reconsiderar determinadamente el articulo 27 de la ley orgánica de la Educación en Venezuela. En la cual se postula que uno de los objetivos de la Educación superior es fomentar la investigación de nuevos conocimientos e impulsar el progreso de la ciencia, la tecnología, las letras, el arte y además manifestaciones creadoras del espíritu en beneficio del bienestar del ser humano, de la sociedad y del desarrollo independiente de la nación; por tal razón las Universidades y los centros especializados en la formación de investigadores en lo que respecta a investigación, esta llamado a cumplir diferentes tareas como: Fundamentar el sistema nacional de investigación, contribuir a la formación de científicos, contribuir al cambio técnico, contribuir al avance del conocimiento.",article,2010,7619,Latindex Catálogo,La transformación social a la luz de la investigación educativa,Aceptado,,Agora Trujillo,,151865995,D Elia Pierina
,"En Venezuela el fenómeno migratorio En Venezuela el fenómeno migratorio de las primeras décadas del siglo XX es muy significativo para el desarrollo económico-social del País; a diferencia de los siglos anteriores se puede hablar de una inmigración de carácter laboral, numerosa, con cierta organización favorecida en algunos casos por cambios ya recorridos; sin embargo se mantuvo una política selectiva en cuanta a la entrad de los extranjeros debido a la confusión que existía en la nación por el papel que los inmigrantes podría tener para bien o para mal; se temía que desplazaran a la fuerza trabajadora local y además que pudiesen entrar agitadores y delincuentes y pudiendo así llegar a desestabilizar al País; por tal motivo las instituciones locales estudiaron diversas mediadas legislativas como la Ley sobre la Inmigración de 1936, la Ley sobre los Extranjeros de 1937 y la fundación del Instituto Técnico de Inmigración y Colonización.",article,2009,7618,Artículos Publicados de Divulgación Internacional,Inmigración italiana en Valera y el proceso de interculturalidad ítalo-venezolano. Período del General Marcos Pérez Jiménez,Publicado,,Lo pequeño como alternativa.,,151865995,D Elia Pierina
,"La microhistoria cuenta el convivir en situ, un escenario olvidado, unos rostros asombrados y la necesidad de conocer más allá de lo que se ve, lo que se oye y lo que se siente. Aquí el lenguaje científico contrasta con la voz de los protagonistas, un eco que se repite por generaciones y exige ser escuchada. Aquí estoy, soy parte de esto, soy parte de ti en la cotidianidad del Carmelo, observando el pasado de esta comarca andina, una cultura pueblerina que palpita en cada esquina, en los árboles frondosos, en los cafetos, en la huella del chimó callejero, en la viva voz de la partera Teléfora cuya luchadora mirada se refleja en la cámara, en el grabador, en la hoja blanca de papel. Se escribe lo que ya está escrito y olvidado en el camino del academicismo, es la oportunidad de aprender y compartir en la objetividad intersubjetiva, la universalidad de aprender, que pertenece al ser y al terruño en que se halla su andar.",article,2010,7617,Artículos Publicados de Divulgación Internacional,La cultura del Carmelo en la voz de Teléfora,Publicado,,Lo pequeño como alternativa,,151865995,D Elia Pierina
,"Pensar en Sócrates es revivir el mundo griego en el siglo V A. C., es percibir la inquietud antropológica reinante en los ánimos de la Atenas democrática, es reflexionar sobre la conformidad entre lo que se piensa, lo que se dice y lo que se hace. El gran maestro ateniense como reafirmando su filosofía no dejó escrito alguno, sin embargo Los Diálogos de su discípulo Platón, representan una rica fuente de información para apreciar sus postulados. Para Sócrates en la búsqueda del conocimiento, considerado como una reflexión consciente de pertenencia humana, predomina el anhelo de la “Verdad” como origen y fin de la existencia humana, por ella, predica incesantemente a la juventud ateniense, para ella inmola su vida. Contextualizar y caracterizar el pensamiento socrático para entender su interpretación de la vida, obliga a reflexionar sobre la crisis de la praxis axiológica en la educación actual, y sobre la trascendencia del mensaje griego que interpreta el proceso educativo como indiscutible vía hacia la libertad y la justicia.",article,2005,7616,Latindex Catálogo,Sócrates en el siglo XXI. ¿Utopía como ejemplo de vida?,Publicado,,Cifra Nueva,,151865995,D Elia Pierina
,"El movimiento migratorio italiano que pisa tierra venezolana data del año 1814, tal fenómeno no registra una llegada masiva como más tarde se manifiesta en 1870, momento éste de unificación de la Península que responde a la búsqueda de un ideario de libertad y de justicia más que a una motivación económica. Una nueva ola de italianos llega a Ven3ezuela en 1830, año en el cual se disuelve la República de Colombia y se proclama la Independencia. Un relevante flujo de aventureros, como afirma Anibal Prieto, “venían fundamentalmente a hacer la América o a la búsqueda de pan y tranquilidad; conquistador o refugiado, la necesidad y la fantasía eran sus únicos consejeros mientras a las espaldas tenían la añoranza o el rencor”, así era la primera generación de inmigrantes conformada por humildes campesinos acompañados por una única cultura religiosa; en la tierra venezolana encontraron una economía basada en la agricultura, concentrada en el cultivo de café y cacao. En este periodo, anterior a la explotación del petróleo, los inmigrantes italianos se dedicaron a establecerse en las zonas sur oriental, occidental y montañosa del país. En 1840 llegan los primeros italianos que se asientan al oeste del país distribuidos, como afirma Antonio Pérez Carmona, en el valle del Boconó, Escuque, Santa Ana, Pampán, Bolivia, Monte Carmelo, San Lázaro, Carache, Campo Elías, Pampanito, Chejendé, Valera, La Quebrada y Betijoque.",article,2005,7615,Latindex Catálogo,La inmigración italiana en Venezuela,Publicado,,"Cuadernos Americanos: Nueva Epoca,",,151865995,D Elia Pierina
,"El presente trabajo de investigación aborda la temática de la interculturalidad vivida por centenares de italianos que una vez finalizada la segunda guerra mundial, se embarcaron en los puertos de la Península europea con el firme propósito de buscar nuevos horizontes y alcanzar una mejor calidad de vida para ellos y para sus familiares. La investigación a través del enfoque cualitativo, empleando como metodología la perspectiva fenomenológica hermenéutica y apoyada por las fuentes documentales, trata de conocer las experiencias de los testimonios clave interpretando las voces de los mismos inmigrantes italianos que vivieron el proceso de integración social con la realidad venezolana. Los acontecimientos que se desarrollan en el estudio, muestran a América Latina durante la década de los años cincuenta, periodo histórico caracterizado por una profunda transformación económica, política y cultural; cabe señalar que en esta región suramericana Venezuela vivía un profundo cambio que se manifestaban en diferentes actividades políticas emprendidas por el gobierno del General Marcos Pérez Jiménez y dirigidas al desarrollo social y económico del País. En este sentido la política de Estado favoreció el ingreso de decenas de inmigrantes italianos para que contribuyeran a la construcción del proyecto perezjimenista; es así como estos jóvenes se ubicaron en diversos estados de Venezuela generando un proceso de interculturalidad que les permitió integrarse y interactuar con el contexto local.",article,2010,7614,Latindex Catálogo,INTERCULTURALIDAD E INTEGRACIÓN SOCIAL: LA INMIGRACIÓN ITALIANA PARA VENEZUELA EN LOS AÑOS 1950,Publicado,,REVISTA HISTÓRIA & PERSPECTIVAS,\r\nDatos del Periódico\r\nURL:\r\nhttp://www.seer.ufu.br/index.php/historiaperspectivas/index,151865995,D Elia Pierina
,"La red intersubjetiva  es el espacio  de interpretación simbólica ideal para que los estudiantes  desarrollen la comunicación asertiva. De allí que la investigación tiene como propósito interpretar los procesos de comunicación asertiva en la red intersubjetiva estudiantil de la Universidad Nacional Experimental “Simón Rodríguez” Núcleo Valera Estado Trujillo. Para ello, se utilizó el método  etnográfico que permitió describir la realidad humana a partir de la información proporcionada por los estudiantes de la UNESR Valera, que participaron en   una entrevista en  profundidad, que hizo posible fundamentar una interpretación desde la categoría emergente comunicación asertiva. Los resultados permiten plantear  la posibilidad de promover la comunicación asertiva en la red intersubjetiva estudiantil, como una manera de lograr que el estudiante exprese adecuadamente sus emociones y asuma el conflicto desde la posibilidad del encuentro asertivo con el otro",article,2018,7613,Latindex Directorio,La comunicación asertiva en la red intersubjetiva estudiantil,Aceptado,,Agora Trujillo,http://www.saber.ula.ve/agora/,151865995,D Elia Pierina
,"La subvaloración o sobre valoración de las mercaderías son los problemas cotidianos con los que se enfrenta el sistema de control del valor de las mercaderías, llegando en algunos casos a detectarse el cometimiento de delitos aduaneros.",article,2006,7612,ACM,Aplicación de las reglas de valoración aduanera del GATT/OMC en el Ecuador.,Publicado,31/10/2006,NOVEDADES JURÍDICAS,Solo existe la publicación en revista física.,1711248003,Sempértegui Fernández Luis Fernando
,"Some species of the Clusia genus have been shown to have important biomedical properties, including the ability to inhibit tumor growth in vitro and the usefulness for skin care. In this study, we examined the cytotoxic effect of hexane, ethyl acetate and methanol extracts from Clusia latipes Planch. & Triana, Clusiaceae, leaves on survival of human prostate cancer cells (PC-3), colon cancer cells (RKO), astrocytoma cells (D-384), and breast cancer cells (MCF-7). The ethyl acetate extract displayed the most substantial cytotoxic effect. However, using a Comet assay, we observed that the hexane extract induced a genotoxic effect (DNA damage) on human lymphocytes in an in vitro model. Chromatographic purification of the C. latipes hexane extract led to the isolation and identification of friedelin, friedolan-3-ol, and hesperidin as active cytotoxic compounds in hexane extract, while β-amyrine was identified as an active cytotoxic compound in the ethyl acetate extract of C. latipes, thereby supporting further studies of the molecular mechanisms underlying the effect of these secondary metabolites on cancer cell survival.",article,2016,7611,Artículos Publicados de Divulgación Internacional,Phytochemical study and evaluation of cytotoxic and genotoxic properties of extracts from Clusia latipes leaves,Publicado,,Science Direct,https://doi.org/https://doi.org/10.1016/j.bjp.2015.08.014,1104417918,Celi Carrion Luisa Ivonne
,"El presente documento tiene como finalidad, determinar si existen procesos de convergencia o de divergencia en Sudamérica desde el año 1960 hasta 2015, para lo cual se recopiló datos del Producto Interno Bruto per cápita de los diez principales países de la región. A continuación se procedió a calcular la convergencia sigma, la cual implica que las economías más “pobres” tiendan a crecer más que las economías “ricas”, y también la convergencia beta, que permite conocer el nivel en el que las economías atrasadas crecen más que las economías ricas. Además se ha determinado la convergencia beta para diferentes grupos de países de esta misma región. Una vez aplicada la metodología se pudo determinar que no existen procesos marcados de convergencia económica para Sudamérica y se refuta la convergencia en el largo plazo que se plantea en la economía ortodoxa, pero para los países del atlántico se comprueba la afirmación de Baumol en la que menciona que los resultados de convergencia solo suceden entre países ricos, poniendo a la vista que las desigualdades en la región son marcadas y la acumulación de capital continuamente amplía la brecha económica de países.",article,2019,7610,REDALYC,¿Desigualdad en Sudamérica? Un análisis de convergencia económica: 1960–2015,Publicado,06/02/2019,Revista nuestrAmérica,http://revistanuestramerica.cl/ojs/index.php/nuestramerica/article/view/175,1102842505,Ramon Mendieta Marlon Giovanni
,"Los derechos humanos de las personas privadas de libertad son un análisis doctrinario y normativo\r\nen contraste con la realidad penitenciaria ecuatoriana. Esta reflexión visualiza la contradicción existente\r\nentre las pretensiones de garantía y respeto de los derechos mínimos de las personas privadas de\r\nlibertad y la realidad que se vive en los centros penitenciarios de Ecuador, según reporte estadístico\r\ndel 2017, donde se observa un alto índice de hacinamiento, cuya consecuencia es la violación de\r\nlos derechos fundamentales que asisten a la población reclusa. Entre el Estado y la población reclusa\r\nexiste una relación jurídica de sujeción especial que convierte a ese Estado en garante de los derechos\r\nfundamentales mínimos que les asisten a estas personas que se encuentran en una situación de doble\r\nvulnerabilidad. La necesidad de establecer derechos mínimos para el tratamiento de las personas\r\nprivadas de libertad se sustenta en la dignidad humana, atributo que no se pierde con la limitación\r\nde la libertad y de aquí se explica el afán de la comunidad internacional de conminar a los gobiernos\r\npara que protejan y garanticen, a través de la norma jurídica, los derechos fundamentales que tienden\r\na propiciar condiciones básicas que aseguran una calidad de vida digna en prisión. En conclusión, la\r\nbase jurídica existe para la protección de los derechos mínimos de las personas privadas de libertad,\r\npero se ha quedado en meros actos declarativos que requieren de la voluntad del Gobierno, plasmada\r\nen políticas públicas que permitan la eficiencia y eficacia de la norma.",article,2018,7609,Latindex Catálogo,Los derechos humanos de las personas privadas de libertad. Una reflexión doctrinaria y normativa en contraste con la realidad penitenciaria en Ecuador,Publicado,19/12/2018,"Revista Latinoamericana de Derechos Humanos, Vol. 29 Núm. 2.",https://doi.org/http://dx.doi.org/10.15359/rldh.29-2.9,702934407,Gonzalez Malla Janeth Patricia
,"Esta investigación pretende examinar la dinámica de la desigualdad del ingreso del\r\ntrabajo al interior de dos territorios con características económicas y sociales estructuralmente\r\ndiferentes: Ecuador y Estados Unidos. Como medidas de desigualdad se contempla el\r\ncoeficiente de Gini y el índice de Palma; la selección de las mismas atribuye a presentar un\r\nanálisis de la realidad de las disparidades en la distribución del ingreso desde una perspectiva\r\nde las variaciones del punto medio de la distribución (Gini) y lo que experimentan los polos de\r\nla misma (Palma). Entre los principales resultados se destaca una tendencia decreciente de la\r\ndesigualdad en Ecuador y, en Estados Unidos una tendencia al alza de las disparidades de\r\ningreso. Dentro de los factores que podrían explicar esta tendencia en Ecuador, se identifican\r\nla dependencia de esta economía a los precios de las materias primas, las políticas\r\nredistributivas impulsadas por un gobierno izquierdista –aumento del gasto público en educación, salud, bienestar social– y aumento del empleo público. En contraste, en EEUU la\r\ndeclinación sindical, la desindustrialización y deslocalización, el neoliberalismo, el cambio\r\ntecnológico, la educación y la financiarización, se consideran como determinantes del\r\naumento de la desigualdad en esta economía.",article,2019,7608,REDALYC,¿Qué sucede a lo largo de la curva de distribución en una economía capitalista y una economía ‘socialista del siglo XXI’?,Publicado,06/02/2019,NUESTRAMÉRICA,http://revistanuestramerica.cl/ojs/index.php/nuestramerica/article/view/174/315,1104422140,Songor Jaramillo Ximena Del Cisne
,,,,,,,,,,,1104422140,Songor Jaramillo Ximena Del Cisne
,,,,,,,,,,,G14661967,Garcia Macias Pascual Gerardo
,"Dentro de las relaciones económicas que se presentan entre las empresas tenemos el concepto o término denominado empresas o partes relacionadas que según nuestra normativa son aquellas en las que otras empresas o terceras personas participan directa o indirectamente en la dirección, administración, control o capital de la otra. La Organización para la Cooperación y el Desarrollo Económico ha elaborado los Métodos o Régimen de Precios de Transferencia para mantener un control acertado de las operaciones económicas realizadas entre partes relacionadas, y comprobar que las mismas se están realizando de manera similar a las que se efectúan entre partes independientes. En vista de los problemas reflejados por la utilización de los métodos de Precios de Transferencia, se creó la forma de negociación al método a utilizar denominado Acuerdo de Precios Anticipados o APAs. Los APAs consisten en convenios realizados entre los contribuyentes y administraciones tributarias para determinar con anticipación el método a utilizar en las transacciones realizadas entre partes relacionadas, pero siempre bajo criterios apropiados de comparación, ajustes, hipótesis relacionadas con eventos futuros de estas transacciones y operaciones controladas; es decir, que lo que buscan estos convenios es que las transacciones económicas entre relacionadas cumplan el principio de plena competencia o arm’s length. El presente trabajo consiste en analizar la utilización de APAs como una herramienta alternativa para evitar la evasión de impuestos, advertir si es un beneficio y su posible aplicación en nuestro país dentro de la normativa existente.",case_report,2017,7607,Scopus,VENTAJAS Y DESVENTAJAS PARA LOS CONTRIBUYENTES  DEL USO DE ACUERDOS DE PRECIOS ANTICIPADOS – APA´S,Publicado,,,http://repositorio.uasb.edu.ec/handle/10644/5643,1714479571,Santoro Santillan María Gabriela
,"The goal of this project is the implementation of a simulation that gets the vital information of a soccer player’s body through Wireless Body Area Network (WBAN). With this objective in mind, several programming language environments are compared with each other. This simulation only has one sample to follow according to the proposal. Therefore, the challenge is to create a new simulation sample and other platforms to compare the accuracy and delay between communications. WBANs are not conceived to carry large amounts of data, according to the WSN (wireless sensor network) concept. This entails a problem when designing applications for this kind of networks. Lastly, in respects to the results that will be presented. The results will be about which one simulation is better or what differences lay between the different environments of development.",article,2019,7606,Artículos Publicados de Divulgación Nacional,Design and simulation of prototype to get a soccer player’s heart rate using a wireless network,Publicado,09/11/2018,LATIN AMERICAN JOURNAL OF COMPUTING,https://lajc.epn.edu.ec/index.php/LAJC/article/view/149/106,1103329486,Ogoño Granda Vicente Arcenio
ISBN978-93-86878-09-0,"This research study is an attempt to examine the effectiveness of using Powtoon and VideoScribe to prepare the pre-class material needed to apply the flipped classroom strategy in order to improve the listening and speaking skills on distance undergraduate students in a local university in the city of Loja. To analyse the information gathered from the research field quantitative and qualitative methods were used; the participants were 19 students in total from the Listening and Speaking IV class, they were randomly assigned to either the control or experimental group. In conclusion, the learning experience of using “VideoScribe” and “Powtoon” in a flipped class to improve listening and speaking skills was satisfactory for students. They showed a great acceptance towards the way in which the flipped classroom strategy was developed since they decided when and how to learn according to their schedules. The material presented, as well as the format and structure of the contents was highly acknowledged by the learners. Additionally, the flipped classroom strategy promoted higher grades and motivation on the members of the experimental group.",conference_paper,2019,7605,Scopus,Web 2.0 tools to Improve Listening and Speaking Skills in a Flipped Classroom,Publicado,24/01/2018,Journal of Advanced Research in Dynamical and Control Systems - JARDCS,https://doi.org/https://doi.org/10.15242/DiRPUB.DIRH0118008,1103425136,Camacho Minuche Gina Karina
,,,,,,,,,,,1104869795,Morocho Pintado Cristina Kathalina
,"El artículo presenta un análisis acerca de las características de los individuos que forman parte del subempleo juvenil. Para el efecto, la metodología que se usa es la de modelos probabilísticos, con el uso de micro-datos que se centran precisamente en analizar las principales características de aquellos que no cuentan con un empleo adecuado (comúnmente conocidos como subempleados). El estudio segmenta las variables utilizadas en las estimaciones en tres categorías: características demográficas, de capital humano y condiciones socioeconómicas. Dentro de estas tres categorías, existen características de los individuos jóvenes que los llevan a tener trabajos precarios como los que ofrece el subempleo. Por ejemplo, los resultados muestran componentes discriminatorios de género y étnicos. También destaca la importancia de la zona en la que reside, su estructura familiar y cuán dotado, en términos de capital humano, se encuentra. El estudio también considera la incidencia de la situación socioeconómica del individuo en la determinación de la probabilidad de ser o no subempleado.",article,2019,7604,REDALYC,Subempleo en el mercado laboral juvenil en Ecuador,Publicado,06/02/2019,Revista NUESTRAMÉRICA,http://www.revistanuestramerica.cl/ojs/index.php/nuestramerica/article/view/177/318,1104147143,Moreno Hurtado Carlos Andres
,"The purpose of this study is to determine the use of the Communicative Language Teaching approach in the English classroom and the strategies and resources used by the teachers to improve students’ oral skills. The participants were 6 English teachers and 105 students enrolled in the 2nd, 3rd, and 4th grades at a public elementary school in the city of Loja, located at the southern part of Ecuador. A mixed method approach was applied in this study. In order to collect the data, a questionnaire was given to the English teachers and class observations were carried out. The results obtained throughout this study reveal that modeling, repetition, pair and group work are the main strategies used by teachers to help students develop communicative competences. These strategies were frequently used but still not enough to promote active participation during classes. It is important to highlight that there is a variety of strategies besides the ones previously mentioned that can be incorporated to offer students more opportunities to orally produce the language. Additionally, teachers provide different kinds of feedback such as metalinguistic feedback and elicitation as a way to help students improve their oral skills.",article,2018,7603,Scopus,The Use of the Communicative Language Teaching Approach to Improve Students’ Oral Skills,Publicado,14/12/2018,English Language Teaching,https://doi.org/10.5539/elt.v12n1p110,1104074842,Toro Gallardo Lisset Vanessa
,,,,,,,,,,,1103425136,Camacho Minuche Gina Karina
,,,,,,,,,,,1104100175,Pinza Tapia Eliana Ivanova
,,,,,,,,,,,1103505978,Paredes Zuñiga Fabian Marcelo
,"El centro histórico de Loja-Ecuador ha tenido múltiples transformaciones desde su confi- guración en el siglo xvi. Catástrofes naturales que se dieron en los siglos xvii y xviii, la ejecu- ción del plan regulador en 1960 y la concentra- ción de actividades comerciales y administrati- vas han dado paso a subdivisiones de terrenos de congregaciones religiosas consideradas de alto valor histórico. El análisis de estos fraccio- namientos permitirá diagnosticar y proponer soluciones a cada sitio urbano.",article,2018,7602,Scopus,Edificios históricos: fraccionamientos y afectaciones urbana- arquitectónicas,Publicado,30/12/2018,https://revistaquiroga.andaluciayamerica.com/index.php/quiroga,https://revistaquiroga.andaluciayamerica.com/index.php/quiroga/article/view/277,1102770011,Monteros Cueva Karina
,"In this paper, we address the problem of forming stable groups of femtocells that can reduce the complexity of the resource management and enhance the subscribers’ satisfaction while guaranteeing the service to nearby public users. In a macro-femtocell network, the resource management becomes a very challenging task as the number of deployed femtocells increases. Several strategies of clustering have been proposed to allocate resources in a distributed manner. However, forming stable clusters of femtocells is yet to be addressed. We propose a distributed cluster-based resource allocation framework that consists of three components: (1) a base station selection algorithm for public users that guarantees them a high data rate, (2) a coalition game, where femtocells are grouped into stable clusters to reduce the resource allocation complexity, and (3) a fair resource allocation using the Shapley value to compute the payoff of each cluster member based on Particle Swarm Optimization algorithm. The ε-core concept from game theory is used as the stability criteria to form the clusters. A performance comparison is carried out between the proposed solution and two benchmark models: a centralized approach and a distributed approach with non-stable group formation. Simulation results show that our framework indeed increases the network throughput, provides higher subscribers satisfaction, and higher Jain fairness index for the distribution of resources among the existing users in the femto-tier. © 2018 Elsevier B.V.",article,2019,7600,Scopus,Stable femtocells cluster formation and resource allocation based on cooperative game theory,Indexado,01/01/2019,Computer Communications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059301603&doi=10.1016%2fj.comcom.2018.11.004&partnerID=40&md5=21c1dbdedaffdd172a5c90dce669480f,1104107907,Rohoden Jaramillo Katty Alexandra
